,PM2.5,YEAR,MO,DY,HR,PS,WS2M,WD2M,WS10M,WD10M,PRECTOTCORR,RH2M,QV2M,T2M
5567,13.288333352405,2022,8,20,23,100.02,2.94,354.9,3.54,355.0,0.74,97.34,3.62,-0.29
5568,16.0183333873767,2022,8,21,0,100.05,2.98,355.2,3.61,355.2,0.6,97.42,3.64,-0.23
5569,12.6883333365107,2022,8,21,1,100.09,2.99,354.2,3.63,354.3,0.51,97.24,3.65,-0.17
5570,10.0983333826162,2022,8,21,2,100.12,2.99,351.9,3.65,352.0,0.46,97.4,3.67,-0.12
5571,12.8442623107131,2022,8,21,3,100.16,2.98,350.5,3.64,350.5,0.41,97.22,3.68,-0.06
5572,13.1312500387453,2022,8,21,4,100.19,2.91,348.3,3.57,348.4,0.29,97.12,3.69,-0.01
5573,11.4754098047934,2022,8,21,5,100.23,3.03,343.3,3.71,343.2,0.32,97.23,3.69,-0.02
5574,11.4283333142543,2022,8,21,6,100.25,3.26,338.8,3.98,338.9,0.5,97.4,3.68,-0.07
5575,15.0983333428633,2022,8,21,7,100.3,3.48,335.2,4.22,335.2,0.66,97.13,3.65,-0.13
5576,19.67333339055,2022,8,21,8,100.34,3.68,330.7,4.44,330.7,0.8,97.0,3.62,-0.21
5577,24.4883333206167,2022,8,21,9,100.37,3.96,325.5,4.75,325.5,0.86,96.6,3.58,-0.29
5578,22.4950818859197,2022,8,21,10,100.39,4.34,321.5,5.21,321.5,0.87,96.02,3.54,-0.35
5579,19.21000000636,2022,8,21,11,100.43,4.64,320.2,5.59,320.2,0.74,94.42,3.5,-0.28
5580,32.14333343506,2022,8,21,12,100.45,4.78,320.5,5.78,320.5,0.53,93.52,3.5,-0.16
5581,26.8449998219833,2022,8,21,13,100.49,4.88,320.7,5.92,320.7,0.59,93.5,3.53,-0.05
5582,7.3885245870382,2022,8,21,14,100.53,4.97,322.2,6.05,322.2,0.66,93.33,3.55,0.05
5583,7.3770491725118,2022,8,21,15,100.56,5.01,323.6,6.11,323.6,0.64,93.41,3.57,0.12
5584,10.7950000206628,2022,8,21,16,100.6,5.04,323.9,6.16,324.0,0.55,93.63,3.59,0.17
5585,10.8383332570368,2022,8,21,17,100.63,5.07,323.7,6.2,323.8,0.49,93.66,3.59,0.17
5586,13.4216666698422,2022,8,21,18,100.67,5.13,324.6,6.26,324.6,0.47,93.7,3.58,0.13
5587,16.8999999682117,2022,8,21,19,100.71,5.11,324.2,6.25,324.2,0.37,94.01,3.58,0.09
5588,24.5050000190733,2022,8,21,20,100.76,5.08,323.6,6.2,323.6,0.34,94.4,3.58,0.04
5589,26.2516666094483,2022,8,21,21,100.81,5.07,324.0,6.18,323.9,0.37,94.09,3.55,-0.02
5590,26.9799999554917,2022,8,21,22,100.85,4.95,323.0,6.05,323.0,0.43,94.03,3.52,-0.11
5591,24.2766667048117,2022,8,21,23,100.89,4.84,321.2,5.93,321.2,0.43,93.77,3.48,-0.21
5592,14.7983333746583,2022,8,22,0,100.92,4.74,318.5,5.82,318.6,0.39,93.5,3.44,-0.31
5593,10.2233333110828,2022,8,22,1,100.96,4.67,316.0,5.74,316.1,0.38,92.98,3.4,-0.38
5594,8.72666670481383,2022,8,22,2,100.98,4.67,313.4,5.72,313.5,0.34,92.99,3.38,-0.45
5595,6.15666666030867,2022,8,22,3,101.0,4.72,312.0,5.79,312.0,0.33,92.57,3.35,-0.5
5596,6.90666665236233,2022,8,22,4,101.02,4.72,310.3,5.76,310.2,0.34,92.54,3.34,-0.53
5597,7.43000001112683,2022,8,22,5,101.04,4.7,306.9,5.72,306.8,0.36,92.71,3.34,-0.55
5598,6.64000004132483,2022,8,22,6,101.05,4.72,301.1,5.73,301.1,0.37,92.87,3.34,-0.57
5599,9.83166667620617,2022,8,22,7,101.07,4.89,296.6,5.92,296.6,0.42,92.74,3.34,-0.55
5600,13.4409835690377,2022,8,22,8,101.09,5.07,294.1,6.14,294.1,0.36,92.6,3.34,-0.53
5601,17.1783333619433,2022,8,22,9,101.1,5.27,291.1,6.37,291.2,0.43,93.56,3.38,-0.51
5602,23.1250000000017,2022,8,22,10,101.11,5.51,290.4,6.64,290.5,0.59,93.54,3.39,-0.47
5603,11.2245901451715,2022,8,22,11,101.11,5.69,290.2,6.87,290.1,0.51,92.73,3.38,-0.4
5604,5.15166667302417,2022,8,22,12,101.1,5.79,289.5,6.99,289.5,0.41,92.08,3.39,-0.28
5605,5.58500002225267,2022,8,22,13,101.08,5.75,289.1,6.94,289.2,0.31,91.49,3.4,-0.17
5606,7.02500003179017,2022,8,22,14,101.07,5.52,288.8,6.7,288.8,0.24,91.26,3.42,-0.07
5607,8.73833332061767,2022,8,22,15,101.05,5.37,289.1,6.51,289.2,0.22,91.18,3.44,0.01
5608,11.8283332983588,2022,8,22,16,101.03,5.16,289.2,6.28,289.2,0.33,91.03,3.45,0.07
5609,13.0999998887473,2022,8,22,17,101.02,4.99,289.2,6.08,289.2,0.45,91.67,3.47,0.05
5610,12.8616667111733,2022,8,22,18,101.0,4.78,288.7,5.85,288.7,0.55,92.61,3.49,-0.01
5611,16.9733333587667,2022,8,22,19,100.99,4.65,288.0,5.7,288.0,0.58,93.67,3.51,-0.08
5612,14.7649999777533,2022,8,22,20,100.98,4.58,288.2,5.62,288.1,0.54,94.47,3.52,-0.15
5613,14.5783333142617,2022,8,22,21,100.97,4.47,289.3,5.5,289.3,0.51,95.43,3.53,-0.24
5614,11.7716666539517,2022,8,22,22,100.96,4.38,291.7,5.4,291.6,0.45,96.02,3.52,-0.35
5615,9.543333363534,2022,8,22,23,100.95,4.19,293.9,5.18,293.9,0.39,96.89,3.5,-0.53
5616,6.65666668415017,2022,8,23,0,100.94,3.97,296.5,4.91,296.5,0.34,97.38,3.46,-0.73
5617,6.63999999761583,2022,8,23,1,100.93,3.89,299.3,4.8,299.3,0.38,97.74,3.43,-0.88
5618,3.57377049180328,2022,8,23,2,100.92,3.84,301.9,4.71,301.9,0.45,97.8,3.41,-0.96
5619,4.49166665871933,2022,8,23,3,100.9,3.75,302.6,4.58,302.5,0.51,97.94,3.39,-1.05
5620,7.14166667461367,2022,8,23,4,100.87,3.7,303.9,4.49,303.8,0.53,97.98,3.37,-1.13
5621,5.511666675409,2022,8,23,5,100.85,3.7,305.5,4.47,305.5,0.65,97.62,3.35,-1.16
5622,3.55166666905183,2022,8,23,6,100.83,3.84,308.5,4.61,308.5,0.77,96.73,3.32,-1.16
5623,4.92166665395233,2022,8,23,7,100.83,3.94,310.8,4.7,310.8,0.8,95.81,3.28,-1.19
5624,9.16333333651467,2022,8,23,8,100.83,3.95,310.6,4.7,310.6,0.68,95.23,3.26,-1.19
5625,13.3967212927131,2022,8,23,9,100.83,4.01,309.7,4.76,309.7,0.56,94.78,3.25,-1.17
5626,6.8550000111285,2022,8,23,10,100.82,4.12,309.7,4.9,309.7,0.46,94.53,3.25,-1.14
5627,8.91333339214233,2022,8,23,11,100.79,4.26,310.7,5.08,310.7,0.39,94.21,3.24,-1.14
5628,8.90166669686833,2022,8,23,12,100.76,4.35,312.7,5.19,312.6,0.35,93.83,3.22,-1.17
5629,6.39166668256067,2022,8,23,13,100.72,4.41,315.6,5.25,315.7,0.36,93.82,3.21,-1.21
5630,8.07540989703885,2022,8,23,14,100.68,4.38,318.4,5.23,318.4,0.41,93.81,3.2,-1.25
5631,13.5449998855573,2022,8,23,15,100.65,4.31,319.8,5.14,319.9,0.46,93.93,3.2,-1.27
5632,8.38166669209867,2022,8,23,16,100.61,4.19,319.7,5.0,319.6,0.6,94.19,3.21,-1.27
5633,13.3200000286145,2022,8,23,17,100.57,4.01,317.1,4.8,317.2,0.73,94.29,3.22,-1.25
5634,10.075000000002,2022,8,23,18,100.54,3.89,312.9,4.68,312.8,0.76,94.53,3.24,-1.21
5635,18.4153846300569,2022,8,23,19,100.51,3.94,308.4,4.75,308.4,0.88,94.71,3.25,-1.2
5636,28.9483333269783,2022,8,23,20,100.49,4.12,305.3,4.97,305.3,1.06,95.35,3.27,-1.21
5637,20.2918032036492,2022,8,23,21,100.47,4.32,303.4,5.23,303.4,1.6,96.24,3.29,-1.25
5638,11.4133333444495,2022,8,23,22,100.45,4.47,304.3,5.43,304.3,2.89,96.75,3.3,-1.28
5639,8.023333366715,2022,8,23,23,100.43,4.62,305.5,5.59,305.5,5.68,98.02,3.3,-1.44
5640,11.9166665951427,2022,8,24,0,100.4,4.69,306.8,5.66,306.8,7.69,98.33,3.27,-1.59
5641,13.7721311303448,2022,8,24,1,100.36,4.7,309.4,5.66,309.4,6.38,98.42,3.25,-1.68
5642,10.732812508935,2022,8,24,2,100.32,4.53,314.3,5.45,314.3,3.61,98.41,3.24,-1.72
5643,12.1442622982082,2022,8,24,3,100.29,4.3,322.0,5.17,321.9,1.69,98.33,3.23,-1.75
5644,16.2783333142583,2022,8,24,4,100.28,3.97,332.2,4.76,332.2,1.51,98.62,3.24,-1.75
5645,7.8233332951865,2022,8,24,5,100.28,3.54,341.9,4.24,341.9,1.14,98.51,3.25,-1.7
5646,5.89666668574117,2022,8,24,6,100.29,3.24,349.7,3.87,349.7,0.94,98.17,3.26,-1.62
5647,8.86000001430583,2022,8,24,7,100.32,3.04,357.0,3.61,357.0,0.85,98.14,3.28,-1.54
5648,8.69000000953867,2022,8,24,8,100.33,2.94,6.4,3.47,6.4,0.78,97.87,3.29,-1.47
5649,12.9233333190302,2022,8,24,9,100.35,2.9,15.4,3.42,15.4,0.85,97.79,3.3,-1.42
5650,18.4483331998217,2022,8,24,10,100.37,2.93,22.5,3.43,22.5,0.78,97.13,3.28,-1.41
5651,25.9083333333333,2022,8,24,11,100.39,2.98,28.7,3.48,28.7,0.61,95.28,3.23,-1.36
5652,20.6616666952767,2022,8,24,12,100.43,2.99,35.1,3.49,35.0,0.53,93.76,3.18,-1.35
5653,14.7549999872905,2022,8,24,13,100.45,2.92,40.0,3.4,39.9,0.78,92.1,3.11,-1.4
5654,14.2360655675169,2022,8,24,14,100.48,2.72,43.1,3.16,43.1,1.08,90.52,3.03,-1.5
5655,7.4683333238,2022,8,24,15,100.5,2.43,43.8,2.8,43.8,1.1,89.94,2.98,-1.62
5656,9.25500000317933,2022,8,24,16,100.5,2.1,40.7,2.41,40.6,0.99,89.47,2.93,-1.76
5657,6.68688523964984,2022,8,24,17,100.5,1.78,32.2,2.01,32.2,0.76,89.58,2.88,-1.98
5658,6.50499995946783,2022,8,24,18,100.49,1.41,13.9,1.57,13.6,0.69,89.8,2.83,-2.22
5659,10.5333333651218,2022,8,24,19,100.49,1.39,341.2,1.56,340.9,0.69,89.88,2.79,-2.4
5660,14.3233333110867,2022,8,24,20,100.48,1.85,316.5,2.09,316.5,0.47,90.21,2.77,-2.53
5661,10.0416666905088,2022,8,24,21,100.46,2.32,304.4,2.68,304.3,0.34,91.73,2.78,-2.69
5662,6.74833335081733,2022,8,24,22,100.41,2.68,293.8,3.13,293.5,0.29,93.11,2.79,-2.83
5663,6.16833332776867,2022,8,24,23,100.35,3.11,283.0,3.68,282.9,0.3,95.52,2.84,-2.93
5664,4.64166667461367,2022,8,25,0,100.27,3.81,275.6,4.54,275.6,0.69,97.78,2.9,-2.97
5665,4.05999998251633,2022,8,25,1,100.16,4.66,271.7,5.59,271.7,2.26,98.86,2.95,-2.91
5666,4.24333332379733,2022,8,25,2,100.04,5.42,273.5,6.52,273.5,4.27,98.9,2.98,-2.81
5667,3.433333321413,2022,8,25,3,99.92,5.9,277.9,7.1,277.9,9.73,98.86,3.0,-2.74
5668,2.2216666479905,2022,8,25,4,99.79,6.37,286.5,7.67,286.5,14.96,98.9,3.01,-2.72
5669,1.96166666348783,2022,8,25,5,99.66,6.26,293.2,7.54,293.2,14.49,98.18,3.03,-2.57
5670,3.16499999562867,2022,8,25,6,99.57,6.24,300.5,7.54,300.5,9.63,97.56,3.07,-2.35
5671,6.63333334525317,2022,8,25,7,99.5,6.66,311.5,8.07,311.4,4.83,97.2,3.12,-2.12
5672,12.1433333555795,2022,8,25,8,99.47,7.1,325.1,8.61,325.2,2.05,95.85,3.14,-1.88
5673,18.16666668256,2022,8,25,9,99.47,7.67,340.4,9.31,340.4,0.74,93.58,3.12,-1.67
5674,15.6366665999083,2022,8,25,10,99.5,8.15,348.7,9.88,348.7,0.41,92.3,3.11,-1.54
5675,11.5133333285658,2022,8,25,11,99.53,8.41,353.5,10.19,353.5,0.23,91.13,3.09,-1.46
5676,10.0366666634888,2022,8,25,12,99.6,8.53,355.9,10.32,355.9,0.25,90.89,3.09,-1.42
5677,5.6650000095375,2022,8,25,13,99.66,8.67,358.1,10.49,358.0,0.36,90.2,3.08,-1.36
5678,7.738333392145,2022,8,25,14,99.73,8.75,358.9,10.58,358.9,0.37,89.81,3.08,-1.3
5679,7.85000003973617,2022,8,25,15,99.78,8.95,358.3,10.84,358.3,0.48,89.57,3.07,-1.3
5680,6.99166669845533,2022,8,25,16,99.83,9.08,357.8,11.0,357.8,0.27,89.85,3.06,-1.37
5681,5.128333342075,2022,8,25,17,99.89,9.11,358.0,11.03,358.0,0.24,90.5,3.05,-1.49
5682,8.9383333285635,2022,8,25,18,99.95,9.09,359.6,11.02,359.6,0.27,90.79,3.04,-1.56
5683,10.8133333841955,2022,8,25,19,100.02,8.91,3.1,10.83,3.1,0.26,91.08,3.05,-1.55
5684,9.98666669527617,2022,8,25,20,100.11,8.57,7.7,10.4,7.7,0.31,90.94,3.03,-1.6
5685,9.35000000681054,2022,8,25,21,100.21,8.09,11.2,9.85,11.2,0.31,90.65,2.97,-1.79
5686,6.418333363532,2022,8,25,22,100.3,7.78,12.9,9.47,12.9,0.24,89.86,2.89,-2.0
5687,8.2216666301075,2022,8,25,23,100.4,7.7,13.5,9.38,13.5,0.31,89.38,2.81,-2.26
5688,4.6666667064025,2022,8,26,0,100.49,7.72,12.3,9.41,12.3,0.29,89.89,2.76,-2.53
5689,3.1100000103315,2022,8,26,1,100.57,7.64,9.9,9.33,9.9,0.29,91.23,2.75,-2.74
5690,4.84833334287017,2022,8,26,2,100.63,7.55,6.2,9.2,6.2,0.21,93.28,2.77,-2.91
5691,4.278333332141,2022,8,26,3,100.69,7.51,2.0,9.16,1.9,0.14,95.82,2.82,-3.01
5692,4.85333332220683,2022,8,26,4,100.74,7.67,359.2,9.32,359.1,0.3,97.82,2.89,-2.96
5693,5.41166666348783,2022,8,26,5,100.77,7.93,357.8,9.61,357.9,0.67,98.04,2.95,-2.74
5694,6.41499998569533,2022,8,26,6,100.81,7.98,355.5,9.66,355.5,0.67,98.0,3.02,-2.45
5695,8.58688521776049,2022,8,26,7,100.85,7.85,351.8,9.48,351.8,0.64,98.07,3.08,-2.22
5696,11.5183333396935,2022,8,26,8,100.9,8.32,355.3,10.03,355.3,1.18,96.95,3.1,-2.0
5697,11.7733333428688,2022,8,26,9,100.95,8.17,355.1,9.85,355.1,3.03,96.91,3.11,-1.95
5698,13.6868853021869,2022,8,26,10,101.01,8.32,355.5,10.02,355.5,4.5,95.58,3.05,-2.01
5699,12.1183333396967,2022,8,26,11,101.07,8.29,354.5,9.99,354.4,4.67,94.22,2.98,-2.11
5700,9.89508192655836,2022,8,26,12,101.12,8.22,352.5,9.89,352.5,3.76,93.23,2.92,-2.22
5701,9.8866666952735,2022,8,26,13,101.16,8.13,351.0,9.79,351.0,1.83,93.0,2.88,-2.35
5702,5.81833331585,2022,8,26,14,101.19,7.96,350.1,9.58,350.1,0.84,92.34,2.83,-2.47
5703,4.12666666507617,2022,8,26,15,101.22,7.69,349.3,9.26,349.3,0.66,92.57,2.81,-2.58
5704,3.98166668017617,2022,8,26,16,101.24,7.4,348.5,8.9,348.5,1.02,92.62,2.79,-2.67
5705,4.713333324592,2022,8,26,17,101.26,7.19,348.2,8.65,348.2,2.06,92.86,2.78,-2.74
5706,6.4399999539065,2022,8,26,18,101.29,6.99,348.0,8.4,347.9,2.12,92.86,2.77,-2.78
5707,8.77500003178933,2022,8,26,19,101.32,6.76,346.4,8.12,346.4,1.21,93.28,2.77,-2.83
5708,18.8200000604,2022,8,26,20,101.35,6.54,344.4,7.85,344.3,0.77,93.54,2.77,-2.86
5709,11.3683333953212,2022,8,26,21,101.37,6.34,342.5,7.61,342.4,0.69,93.46,2.76,-2.89
5710,4.21000001430467,2022,8,26,22,101.39,6.11,340.9,7.33,340.9,0.74,93.64,2.76,-2.91
5711,3.15333334008867,2022,8,26,23,101.42,5.82,339.5,6.99,339.5,0.79,94.32,2.77,-2.95
5712,3.41967212567574,2022,8,27,0,101.45,5.53,337.6,6.63,337.6,0.93,94.93,2.78,-2.98
5713,4.456666664282,2022,8,27,1,101.48,5.23,335.5,6.29,335.5,1.17,95.54,2.79,-3.01
5714,5.87499997615883,2022,8,27,2,101.5,5.0,334.0,5.99,334.1,1.7,96.06,2.8,-3.03
5715,6.68166667620283,2022,8,27,3,101.51,4.79,333.8,5.73,333.7,1.94,96.07,2.8,-3.03
5716,6.38499998251633,2022,8,27,4,101.52,4.55,334.5,5.44,334.5,1.78,96.34,2.81,-3.02
5717,5.34262293674869,2022,8,27,5,101.52,4.27,335.1,5.1,335.0,1.36,95.94,2.81,-2.97
5718,9.88666667938233,2022,8,27,6,101.53,3.97,335.9,4.73,335.9,1.31,95.81,2.83,-2.87
5719,10.7749999999995,2022,8,27,7,101.55,3.7,337.2,4.41,337.2,1.52,95.54,2.85,-2.75
5720,15.7833332697593,2022,8,27,8,101.58,3.47,338.0,4.13,338.0,1.05,94.94,2.86,-2.63
5721,12.4699999968172,2022,8,27,9,101.61,3.3,337.7,3.9,337.7,0.91,94.51,2.88,-2.49
5722,8.8033333539935,2022,8,27,10,101.64,3.12,337.8,3.69,337.9,1.19,93.85,2.89,-2.36
5723,7.69500001271583,2022,8,27,11,101.68,2.96,339.0,3.47,339.1,2.7,93.42,2.9,-2.26
5724,11.9083332935955,2022,8,27,12,101.71,2.77,340.4,3.24,340.3,3.98,93.22,2.91,-2.19
5725,11.6433333396917,2022,8,27,13,101.72,2.56,342.0,2.98,342.0,2.96,93.24,2.92,-2.15
5726,14.5233332633882,2022,8,27,14,101.74,2.28,345.3,2.65,345.1,1.09,92.55,2.91,-2.1
5727,13.5033333142598,2022,8,27,15,101.76,1.98,349.8,2.28,349.9,0.26,91.7,2.89,-2.07
5728,16.6249999841067,2022,8,27,16,101.77,1.59,356.0,1.83,355.9,0.24,91.15,2.87,-2.08
5729,22.8083333333267,2022,8,27,17,101.79,1.16,2.5,1.35,2.5,0.32,91.78,2.87,-2.16
5730,23.9716665903733,2022,8,27,18,101.82,0.89,9.0,1.04,8.8,0.41,92.18,2.86,-2.25
5731,27.9300001144433,2022,8,27,19,101.85,0.66,19.5,0.77,19.6,0.5,92.34,2.84,-2.35
5732,31.9916667302383,2022,8,27,20,101.87,0.47,39.8,0.55,39.1,0.53,91.9,2.8,-2.46
5733,31.0906250178766,2022,8,27,21,101.9,0.39,73.4,0.45,70.3,0.59,91.46,2.76,-2.57
5734,31.7499999046417,2022,8,27,22,101.94,0.43,103.4,0.5,102.7,0.59,91.24,2.72,-2.71
5735,28.2754097610115,2022,8,27,23,101.99,0.53,125.8,0.64,126.2,0.51,91.76,2.7,-2.86
5736,26.4649999300683,2022,8,28,0,102.04,0.62,140.9,0.84,140.8,0.46,92.59,2.68,-3.05
5737,24.161666647595,2022,8,28,1,102.07,0.8,146.7,1.12,147.0,0.41,92.72,2.64,-3.24
5738,22.6300000190767,2022,8,28,2,102.1,0.98,151.9,1.37,151.8,0.39,92.86,2.61,-3.39
5739,23.4916667620317,2022,8,28,3,102.14,1.11,154.4,1.57,154.7,0.32,93.13,2.59,-3.51
5740,22.0,2022,8,28,4,102.17,1.24,156.3,1.75,156.4,0.28,93.86,2.59,-3.6
5741,22.4999999046367,2022,8,28,5,102.2,1.41,159.3,1.92,159.3,0.31,94.93,2.61,-3.64
5742,22.9999999687311,2022,8,28,6,102.21,1.59,164.0,2.08,163.8,0.33,95.95,2.64,-3.63
5743,24.1400000890083,2022,8,28,7,102.25,1.77,168.6,2.22,168.6,0.35,96.58,2.67,-3.57
5744,27.24666665395,2022,8,28,8,102.28,2.1,172.6,2.52,172.7,0.39,96.87,2.7,-3.47
5745,29.7300000190717,2022,8,28,9,102.31,2.49,174.7,2.89,174.8,0.51,97.23,2.73,-3.38
5746,28.3749999364233,2022,8,28,10,102.34,2.57,174.9,2.93,174.9,0.58,97.4,2.75,-3.31
5747,32.4852459078918,2022,8,28,11,102.38,2.51,175.7,2.84,175.8,0.58,97.22,2.76,-3.24
5748,28.4450000445067,2022,8,28,12,102.41,2.4,176.7,2.71,176.6,0.61,96.84,2.76,-3.19
5749,29.6933333396967,2022,8,28,13,102.44,2.31,176.3,2.61,176.3,0.59,96.7,2.76,-3.17
5750,39.1416665395133,2022,8,28,14,102.47,2.28,174.2,2.56,174.4,0.54,96.22,2.75,-3.15
5751,34.7583332697567,2022,8,28,15,102.49,2.29,172.7,2.57,172.6,0.48,96.29,2.74,-3.2
5752,43.8783332506767,2022,8,28,16,102.51,2.26,171.3,2.54,171.4,0.5,96.36,2.73,-3.25
5753,47.1934427980525,2022,8,28,17,102.51,2.2,169.8,2.49,170.0,0.5,96.48,2.71,-3.35
5754,44.0049998601317,2022,8,28,18,102.52,2.1,169.6,2.37,169.8,0.54,96.63,2.68,-3.5
5755,39.8803028915879,2022,8,28,19,102.53,1.93,170.1,2.17,170.2,0.59,97.02,2.65,-3.68
5756,28.773333295185,2022,8,28,20,102.55,1.74,170.0,1.95,170.2,0.64,97.21,2.61,-3.88
5757,24.4066665649417,2022,8,28,21,102.58,1.51,169.3,1.69,169.8,0.64,97.48,2.57,-4.09
5758,22.3516666730183,2022,8,28,22,102.62,1.23,167.3,1.38,167.9,0.62,97.73,2.53,-4.3
5759,20.5566668192483,2022,8,28,23,102.64,0.89,154.9,1.06,156.6,0.43,97.17,2.5,-4.37
5760,20.5316666603133,2022,8,29,0,102.66,0.83,136.5,1.04,140.8,0.32,95.94,2.47,-4.36
5761,23.03499997457,2022,8,29,1,102.68,0.93,125.4,1.19,128.5,0.25,94.63,2.44,-4.34
5762,24.1933332761083,2022,8,29,2,102.68,1.04,116.3,1.36,118.6,0.19,94.25,2.43,-4.34
5763,20.5083334286933,2022,8,29,3,102.68,1.14,113.9,1.5,116.1,0.16,93.86,2.42,-4.34
5764,16.1600000063617,2022,8,29,4,102.68,1.2,111.4,1.57,113.3,0.1,93.62,2.42,-4.31
5765,20.33000008265,2022,8,29,5,102.68,1.28,104.9,1.63,106.4,0.08,92.91,2.42,-4.22
5766,24.6983332951833,2022,8,29,6,102.69,1.39,99.1,1.68,100.0,0.08,91.74,2.42,-4.07
5767,30.61666663488,2022,8,29,7,102.71,1.64,94.9,1.91,95.1,0.08,89.85,2.4,-3.92
5768,39.7383335113567,2022,8,29,8,102.73,1.75,89.0,2.01,88.9,0.07,88.73,2.4,-3.77
5769,29.3433333078933,2022,8,29,9,102.75,1.92,85.8,2.19,85.5,0.06,88.28,2.42,-3.61
5770,25.0433332443283,2022,8,29,10,102.77,2.11,84.3,2.42,84.3,0.06,87.83,2.44,-3.45
5771,20.2966667493117,2022,8,29,11,102.79,2.27,82.4,2.6,82.5,0.07,88.03,2.47,-3.33
5772,22.8433333079067,2022,8,29,12,102.79,2.42,81.9,2.79,81.8,0.08,88.85,2.51,-3.25
5773,22.2033332824733,2022,8,29,13,102.8,2.52,81.8,2.9,81.9,0.09,89.32,2.54,-3.17
5774,25.3166668574017,2022,8,29,14,102.81,2.54,81.4,2.92,81.5,0.1,89.69,2.57,-3.08
5775,26.4550000826483,2022,8,29,15,102.8,2.53,81.6,2.91,81.5,0.11,89.93,2.59,-3.02
5776,28.7131146602918,2022,8,29,16,102.78,2.48,80.5,2.87,80.6,0.11,90.3,2.61,-2.98
5777,35.4133332252567,2022,8,29,17,102.77,2.45,79.4,2.83,79.6,0.12,91.13,2.63,-3.0
5778,36.6166666666733,2022,8,29,18,102.76,2.42,78.6,2.78,78.6,0.16,91.86,2.64,-3.05
5779,38.6416667938217,2022,8,29,19,102.76,2.36,78.0,2.74,78.0,0.25,92.79,2.66,-3.08
5780,39.608333460485,2022,8,29,20,102.77,2.3,78.0,2.68,77.9,0.28,93.22,2.67,-3.09
5781,36.0150001525917,2022,8,29,21,102.78,2.2,79.5,2.59,79.3,0.32,93.66,2.68,-3.1
5782,34.0316664695733,2022,8,29,22,102.8,2.08,82.0,2.51,81.7,0.41,94.0,2.68,-3.14
5783,32.2508195345541,2022,8,29,23,102.82,1.9,84.0,2.35,83.7,0.38,94.41,2.68,-3.19
5784,28.43666658402,2022,8,30,0,102.83,1.7,84.6,2.17,84.2,0.32,94.63,2.67,-3.26
5785,30.4399999618583,2022,8,30,1,102.84,1.55,84.1,2.04,83.8,0.29,94.84,2.66,-3.33
5786,29.1649999618533,2022,8,30,2,102.84,1.44,82.0,1.96,81.5,0.26,95.04,2.65,-3.4
5787,26.4250001271583,2022,8,30,3,102.83,1.39,77.6,1.93,77.4,0.2,95.0,2.64,-3.44
5788,27.7213115692082,2022,8,30,4,102.82,1.37,71.7,1.91,72.3,0.12,95.07,2.64,-3.45
5789,34.19499994914,2022,8,30,5,102.82,1.31,66.2,1.84,66.9,0.1,95.59,2.65,-3.47
5790,27.4149999936433,2022,8,30,6,102.83,1.22,59.0,1.7,60.0,0.12,96.07,2.67,-3.44
5791,33.2583333015433,2022,8,30,7,102.86,1.17,48.8,1.58,50.1,0.12,96.69,2.7,-3.38
5792,38.336666774745,2022,8,30,8,102.89,1.34,36.8,1.71,37.9,0.12,97.38,2.73,-3.33
5793,38.2999999046333,2022,8,30,9,102.93,1.61,25.8,2.0,26.4,0.11,98.13,2.75,-3.33
5794,33.94333333969,2022,8,30,10,102.96,1.81,18.3,2.25,18.4,0.16,98.35,2.76,-3.31
5795,30.6933333714783,2022,8,30,11,102.97,2.03,19.6,2.52,19.7,0.17,97.97,2.77,-3.22
5796,27.0852458828852,2022,8,30,12,102.97,2.21,27.1,2.74,27.6,0.21,96.98,2.77,-3.1
5797,25.3049180077787,2022,8,30,13,102.96,2.3,34.2,2.82,34.6,0.17,96.15,2.77,-3.0
5798,25.34666665396,2022,8,30,14,102.94,2.26,38.0,2.73,38.2,0.14,96.06,2.77,-2.99
5799,28.4327869415295,2022,8,30,15,102.94,2.26,37.6,2.64,37.6,0.28,96.54,2.77,-3.05
5800,26.0950000444983,2022,8,30,16,102.94,2.01,29.9,2.32,29.7,0.29,96.25,2.75,-3.1
5801,28.85833339691,2022,8,30,17,102.94,1.82,14.0,2.11,14.0,0.44,96.44,2.76,-3.08
5802,34.1016665458783,2022,8,30,18,102.95,1.95,0.6,2.26,1.0,0.52,96.88,2.77,-3.09
5803,30.5133334159867,2022,8,30,19,102.96,2.09,0.5,2.44,0.7,0.4,96.7,2.76,-3.11
5804,32.00999997457,2022,8,30,20,102.95,2.1,11.0,2.47,11.0,0.28,96.32,2.74,-3.15
5805,32.206666596725,2022,8,30,21,102.94,1.95,26.6,2.33,26.6,0.23,96.01,2.72,-3.2
5806,33.8249999046367,2022,8,30,22,102.95,1.56,40.3,1.98,40.7,0.34,96.4,2.71,-3.29
5807,27.29499994914,2022,8,30,23,102.96,1.33,50.2,1.79,51.3,0.45,96.39,2.68,-3.42
5808,26.7316666603033,2022,8,31,0,102.97,1.16,57.7,1.64,59.2,0.49,96.01,2.64,-3.55
5809,25.149999968215,2022,8,31,1,102.98,1.0,66.5,1.47,66.7,0.49,95.74,2.61,-3.65
5810,24.9649999300683,2022,8,31,2,102.97,0.9,79.8,1.35,79.8,0.42,95.89,2.59,-3.76
5811,25.4483334223383,2022,8,31,3,102.96,0.94,97.4,1.43,98.0,0.35,96.23,2.58,-3.85
