YEAR,MO,HR,PM2.5
2022,10,11,12.981486110777777
2022,10,12,11.300648152294118
2022,10,13,12.42558583731579
2022,10,14,12.868891249421052
2022,10,15,13.700579244777778
2022,10,16,15.001241044941176
2022,10,17,18.94185550238889
2022,10,18,22.970438038944444
2022,10,19,24.026648851833336
2022,10,20,24.782686256944444
2022,10,21,24.97027186011111
2022,10,22,23.595745729411767
2022,10,23,22.614557881117648
2022,11,0,51.606913649615386
2022,11,1,48.946745868076924
2022,11,2,47.38943397269231
2022,11,3,44.66090687538462
2022,11,4,43.95554960192308
2022,11,5,48.24764714384616
2022,11,6,57.46313949153846
2022,11,7,64.12509241846155
2022,11,8,73.38112505814814
2022,11,9,73.95046783814816
2022,11,10,59.11069218666667
2022,11,11,43.057117965925926
2022,11,12,32.50260339518518
2022,11,13,28.125337486296296
2022,11,14,26.424388323703706
2022,11,15,28.652427415555554
2022,11,16,35.35149853851852
2022,11,17,41.764215103333335
2022,11,18,47.06993218777778
2022,11,19,55.977194438888894
2022,11,20,62.4614327774074
2022,11,21,63.617618038518515
2022,11,22,61.35924105740741
2022,11,23,56.692869370740745
2022,12,0,60.05645947677419
2022,12,1,56.40325048903225
2022,12,2,54.68682793258064
2022,12,3,50.20693548806452
2022,12,4,48.2019670583871
2022,12,5,53.17077824516129
2022,12,6,62.29761761096774
2022,12,7,71.8340110467742
2022,12,8,83.33613072354838
2022,12,9,84.41797467870967
2022,12,10,76.8977903164516
2022,12,11,60.373264626774194
2022,12,12,47.0087795883871
2022,12,13,36.740483884193544
2022,12,14,31.808073641935483
2022,12,15,33.34883130806452
2022,12,16,36.87916935451613
2022,12,17,43.258763419999994
2022,12,18,53.63275427258064
2022,12,19,63.15333268645161
2022,12,20,74.76755877612904
2022,12,21,75.77301072741935
2022,12,22,72.43460429903226
2022,12,23,66.72607188967741
2023,1,0,56.52413793103448
2023,1,1,54.41034482758621
2023,1,2,49.189655172413794
2023,1,3,46.46896551724138
2023,1,4,47.27241379310345
2023,1,5,49.9896551724138
2023,1,6,57.08275862068966
2023,1,7,67.9448275862069
2023,1,8,74.4241379310345
2023,1,9,78.00689655172413
2023,1,10,74.93103448275862
2023,1,11,56.00344827586206
2023,1,12,38.54482758620689
2023,1,13,30.093103448275862
2023,1,14,29.46896551724138
2023,1,15,30.703333333333333
2023,1,16,32.056666666666665
2023,1,17,36.95666666666667
2023,1,18,48.516666666666666
2023,1,19,63.236666666666665
2023,1,20,71.83999999999999
2023,1,21,71.71666666666667
2023,1,22,67.37666666666667
2023,1,23,61.84666666666667
2023,2,0,56.638888888888886
2023,2,1,53.30555555555556
2023,2,2,51.22777777777778
2023,2,3,50.43888888888889
2023,2,4,49.09444444444445
2023,2,5,53.422222222222224
2023,2,6,59.82222222222222
2023,2,7,72.69999999999999
2023,2,8,80.20555555555556
2023,2,9,81.56666666666666
2023,2,10,71.90588235294118
2023,2,11,51.37647058823529
2023,2,12,38.00588235294118
2023,2,13,34.77058823529412
2023,2,14,37.93333333333333
2023,2,15,42.03888888888889
2023,2,16,46.80555555555556
2023,2,17,49.05555555555556
2023,2,18,52.516666666666666
2023,2,19,55.861111111111114
2023,2,20,58.76111111111111
2023,2,21,63.772222222222226
2023,2,22,64.20555555555556
2023,2,23,61.51111111111111
2023,3,0,81.64137931034483
2023,3,1,81.2344827586207
2023,3,2,79.78275862068965
2023,3,3,79.25862068965517
2023,3,4,81.09310344827585
2023,3,5,89.27931034482758
2023,3,6,100.44827586206897
2023,3,7,102.20344827586207
2023,3,8,107.3
2023,3,9,96.77931034482758
2023,3,10,73.50689655172413
2023,3,11,51.86
2023,3,12,40.88
2023,3,13,39.5551724137931
2023,3,14,42.306896551724144
2023,3,15,45.30344827586207
2023,3,16,48.519999999999996
2023,3,17,56.29666666666667
2023,3,18,65.76333333333334
2023,3,19,78.48
2023,3,20,81.74
2023,3,21,83.92666666666668
2023,3,22,83.70333333333333
2023,3,23,79.61
2023,4,0,95.17333333333333
2023,4,1,92.58333333333333
2023,4,2,89.32
2023,4,3,87.71333333333334
2023,4,4,90.91333333333334
2023,4,5,101.69
2023,4,6,112.21333333333334
2023,4,7,111.52
2023,4,8,102.25666666666666
2023,4,9,80.66333333333334
2023,4,10,62.53666666666666
2023,4,11,45.526666666666664
2023,4,12,38.1
2023,4,13,38.559999999999995
2023,4,14,40.49666666666667
2023,4,15,46.21666666666667
2023,4,16,48.026666666666664
2023,4,17,53.57
2023,4,18,61.7
2023,4,19,70.71333333333334
2023,4,20,80.71666666666667
2023,4,21,91.36333333333333
2023,4,22,95.85
2023,4,23,96.50333333333333
2023,5,0,46.526666666666664
2023,5,1,45.09
2023,5,2,45.16
2023,5,3,45.68
2023,5,4,48.56666666666667
2023,5,5,55.980000000000004
2023,5,6,61.96
2023,5,7,61.86666666666667
2023,5,8,56.00333333333333
2023,5,9,45.736666666666665
2023,5,10,36.36666666666667
2023,5,11,30.551612903225806
2023,5,12,26.73225806451613
2023,5,13,26.24516129032258
2023,5,14,25.74516129032258
2023,5,15,26.438709677419357
2023,5,16,26.970967741935485
2023,5,17,28.813333333333333
2023,5,18,32.75666666666667
2023,5,19,38.169999999999995
2023,5,20,41.92333333333333
2023,5,21,46.913333333333334
2023,5,22,46.29333333333333
2023,5,23,45.82333333333334
2023,6,0,26.956666666666667
2023,6,1,25.4
2023,6,2,27.05666666666667
2023,6,3,27.453333333333333
2023,6,4,27.946666666666665
2023,6,5,32.526666666666664
2023,6,6,33.88666666666667
2023,6,7,34.516666666666666
2023,6,8,29.473333333333336
2023,6,9,24.076666666666664
2023,6,10,20.439999999999998
2023,6,11,17.53666666666667
2023,6,12,16.220000000000002
2023,6,13,15.59
2023,6,14,15.979999999999999
2023,6,15,16.25
2023,6,16,17.09333333333333
2023,6,17,19.013333333333332
2023,6,18,23.076666666666664
2023,6,19,26.026666666666664
2023,6,20,26.926666666666666
2023,6,21,28.113333333333333
2023,6,22,28.016666666666666
2023,6,23,27.663333333333334
2023,7,0,12.829032258064515
2023,7,1,11.72258064516129
2023,7,2,10.925806451612903
2023,7,3,11.441935483870967
2023,7,4,12.158064516129032
2023,7,5,14.85483870967742
2023,7,6,16.783870967741933
2023,7,7,18.29032258064516
2023,7,8,19.351612903225806
2023,7,9,17.309677419354838
2023,7,10,16.125806451612902
2023,7,11,15.112903225806452
2023,7,12,12.712903225806452
2023,7,13,11.76774193548387
2023,7,14,11.048387096774194
2023,7,15,10.829032258064515
2023,7,16,11.603225806451613
2023,7,17,12.148387096774194
2023,7,18,14.235483870967743
2023,7,19,16.309677419354838
2023,7,20,16.02258064516129
2023,7,21,16.4
2023,7,22,15.948387096774193
2023,7,23,14.258064516129032
2023,8,0,9.16
2023,8,1,8.476666666666667
2023,8,2,7.967741935483871
2023,8,3,8.07741935483871
2023,8,4,8.97741935483871
2023,8,5,11.12258064516129
2023,8,6,13.216129032258063
2023,8,7,14.600000000000001
2023,8,8,15.493548387096775
2023,8,9,14.864516129032259
2023,8,10,14.63225806451613
2023,8,11,14.251612903225807
2023,8,12,12.009677419354839
2023,8,13,10.577419354838709
2023,8,14,9.696774193548388
2023,8,15,9.580645161290322
2023,8,16,9.890322580645162
2023,8,17,10.474193548387097
2023,8,18,12.574193548387097
2023,8,19,13.541935483870969
2023,8,20,12.66451612903226
2023,8,21,12.22258064516129
2023,8,22,11.96774193548387
2023,8,23,10.251612903225807
2023,9,0,10.91
2023,9,1,10.633333333333333
2023,9,2,10.636666666666667
2023,9,3,10.99
2023,9,4,10.936666666666667
2023,9,5,12.85
2023,9,6,16.043333333333333
2023,9,7,17.596666666666668
2023,9,8,17.57
2023,9,9,16.27
2023,9,10,13.816666666666666
2023,9,11,11.68
2023,9,12,10.026666666666667
2023,9,13,9.426666666666668
2023,9,14,9.520000000000001
2023,9,15,9.676666666666668
2023,9,16,10.136666666666667
2023,9,17,11.543333333333333
2023,9,18,14.22
2023,9,19,15.456666666666667
2023,9,20,14.736666666666668
2023,9,21,14.226666666666667
2023,9,22,13.879999999999999
2023,9,23,13.183333333333334
2023,10,0,19.048
2023,10,1,18.596
2023,10,2,19.096
2023,10,3,20.212
2023,10,4,20.392
2023,10,5,23.584
2023,10,6,30.444000000000003
2023,10,7,28.408
2023,10,8,28.772
2023,10,9,25.252
2023,10,10,20.541666666666668
2023,10,11,14.6875
2023,10,12,12.204347826086956
2023,10,13,11.456521739130435
2023,10,14,11.030434782608696
2023,10,15,11.44090909090909
2023,10,16,13.431818181818182
2023,10,17,17.83913043478261
2023,10,18,20.241666666666667
2023,10,19,23.683333333333334
2023,10,20,24.8
2023,10,21,24.84583333333333
2023,10,22,22.270833333333332
2023,10,23,21.208333333333332
2023,11,0,33.595238095238095
2023,11,1,30.723809523809525
2023,11,2,28.754545454545454
2023,11,3,28.82857142857143
2023,11,4,29.195238095238096
2023,11,5,33.08571428571429
2023,11,6,35.59090909090909
2023,11,7,40.29545454545455
2023,11,8,45.63181818181818
2023,11,9,45.60909090909091
2023,11,10,38.233333333333334
2023,11,11,27.439999999999998
2023,11,12,19.02857142857143
2023,11,13,16.70952380952381
2023,11,14,17.695238095238096
2023,11,15,20.045454545454547
2023,11,16,24.2
2023,11,17,29.44545454545454
2023,11,18,32.77272727272727
2023,11,19,38.095454545454544
2023,11,20,40.304545454545455
2023,11,21,40.70909090909091
2023,11,22,37.95454545454545
2023,11,23,35.268181818181816
2023,12,0,60.72692307692308
2023,12,1,56.2
2023,12,2,53.01153846153846
2023,12,3,52.52307692307692
2023,12,4,52.31153846153846
2023,12,5,59.00769230769231
2023,12,6,68.75384615384615
2023,12,7,81.53076923076924
2023,12,8,89.96538461538461
2023,12,9,85.08076923076922
2023,12,10,76.49230769230769
2023,12,11,61.353846153846156
2023,12,12,45.93333333333334
2023,12,13,34.74814814814815
2023,12,14,31.196296296296296
2023,12,15,33.6037037037037
2023,12,16,37.41111111111111
2023,12,17,49.41481481481482
2023,12,18,59.5037037037037
2023,12,19,69.8111111111111
2023,12,20,78.86296296296297
2023,12,21,82.18888888888888
2023,12,22,81.2
2023,12,23,70.0925925925926
2024,1,0,87.61434114524371
2024,1,1,87.73649681568759
2024,1,2,85.89428463141897
2024,1,3,83.5124931463708
2024,1,4,85.3967742878962
2024,1,5,89.9492473315173
2024,1,6,100.4695699014991
2024,1,7,115.17766509160073
2024,1,8,120.07951620984403
2024,1,9,114.49505381635794
2024,1,10,102.28005389552482
2024,1,11,84.97763431713152
2024,1,12,57.52274187189754
2024,1,13,42.79575268837678
2024,1,14,42.32370968736737
2024,1,15,43.59360220509119
2024,1,16,48.321129023643486
2024,1,17,57.6971728498867
2024,1,18,90.11460119252813
2024,1,19,96.34102141778351
2024,1,20,102.98247310474589
2024,1,21,106.02618274278109
2024,1,22,102.59333325867846
2024,1,23,92.77994623697039
2024,2,0,90.45469139004956
2024,2,1,88.7016048831682
2024,2,2,87.06704820391104
2024,2,3,93.058276798148
2024,2,4,88.41870366319742
2024,2,5,96.24740743990517
2024,2,6,108.99197529922206
2024,2,7,118.46839516722683
2024,2,8,122.60308642917286
2024,2,9,116.9587037592795
2024,2,10,104.10055541284812
2024,2,11,79.56012344948971
2024,2,12,51.02540378425879
2024,2,13,42.53827804922575
2024,2,14,42.240962513958706
2024,2,15,45.632639127645135
2024,2,16,53.502115396354306
2024,2,17,60.260246964444704
2024,2,18,70.09845673125466
2024,2,19,81.53685178521211
2024,2,20,93.31537049847047
2024,2,21,109.94614454239188
2024,2,22,102.43320987135742
2024,2,23,95.48790136267026
2024,3,0,71.5758333015432
2024,3,1,69.45417703666217
2024,3,2,70.34783335050034
2024,3,3,70.38672227859547
2024,3,4,74.00793888677832
2024,3,5,78.42317760616766
2024,3,6,89.20372227245255
2024,3,7,92.45666663169793
2024,3,8,97.30713939090279
2024,3,9,90.90994629398446
2024,3,10,73.24747314966152
2024,3,11,52.63973118925667
2024,3,12,42.1386559189002
2024,3,13,37.665698043716226
2024,3,14,39.286282135799446
2024,3,15,40.36240791252303
2024,3,16,43.8158408224235
2024,3,17,50.87947377969528
2024,3,18,60.45779924759234
2024,3,19,65.36241936529925
2024,3,20,67.34488327806534
2024,3,21,70.94129031550514
2024,3,22,74.09010755990037
2024,3,23,71.96947076953757
2024,4,0,94.91727782037891
2024,4,1,93.46749999470067
2024,4,2,92.42411113421122
2024,4,3,92.59799999448992
2024,4,4,96.28749996397259
2024,4,5,105.73772230784668
2024,4,6,115.58066681333013
2024,4,7,119.15055556403188
2024,4,8,105.92057015153006
2024,4,9,89.90226582580657
2024,4,10,69.91705550617554
2024,4,11,50.30877773178795
2024,4,12,45.15038889779039
2024,4,13,46.959944407145045
2024,4,14,46.78049998971917
2024,4,15,50.19808002556224
2024,4,16,54.95333334181055
2024,4,17,57.34183334986316
2024,4,18,68.18183879725471
2024,4,19,78.95797820127869
2024,4,20,90.50927786933674
2024,4,21,100.7043333053546
2024,4,22,103.06638891008183
2024,4,23,100.12488889906079
2024,5,0,45.646466647784145
2024,5,1,45.39586674118427
2024,5,2,46.323399998340726
2024,5,3,45.7763999404862
2024,5,4,49.084266641936594
2024,5,5,52.28286673005714
2024,5,6,56.2587333714168
2024,5,7,54.77473335774863
2024,5,8,50.432533347765755
2024,5,9,44.68666662534022
2024,5,10,37.87991004707686
2024,5,11,32.572152760955156
2024,5,12,28.560733348210782
2024,5,13,27.280694434376755
2024,5,14,27.642152753803853
2024,5,15,28.50652778214898
2024,5,16,29.590280467284924
2024,5,17,30.034333336511718
2024,5,18,31.89959996922716
2024,5,19,35.390733370464794
2024,5,20,34.40433337974681
2024,5,21,37.8821333026866
2024,5,22,42.89866669369027
2024,5,23,43.12526667817523
2024,6,0,16.438333345518227
2024,6,1,16.24961112287299
2024,6,2,15.64505556265583
2024,6,3,15.08072223027574
2024,6,4,14.822666661739428
2024,6,5,15.265111123985225
2024,6,6,15.6037222292692
2024,6,7,15.05561111238364
2024,6,8,13.677944455939706
2024,6,9,12.595444458590446
2024,6,10,12.20083333810299
2024,6,11,12.17061110337593
2024,6,12,11.862555546362868
2024,6,13,11.874111124144331
2024,6,14,12.069833324353421
2024,6,15,12.712055554656226
2024,6,16,13.35042091968602
2024,6,17,14.072808742734134
2024,6,18,14.790444443490662
2024,6,19,15.511611123085926
2024,6,20,16.296333331267984
2024,6,21,16.660111113918358
2024,6,22,16.80299245959706
2024,6,23,16.573333343664913
2024,7,0,
2024,7,1,
2024,7,2,
2024,7,3,
2024,7,4,
2024,7,5,
2024,7,6,
2024,7,7,
2024,7,8,
2024,7,9,
2024,7,10,
2024,7,11,
2024,7,12,
2024,7,13,
2024,7,14,
2024,7,15,
2024,7,16,
2024,7,17,
2024,7,18,
2024,7,19,
2024,7,20,
2024,7,21,
2024,7,22,
2024,7,23,
2024,8,0,
2024,8,1,
2024,8,2,
2024,8,3,
2024,8,4,
2024,8,5,
2024,8,6,
2024,8,7,
2024,8,8,
2024,8,9,
2024,8,10,
2024,8,11,
2024,8,12,
2024,8,13,
2024,8,14,
2024,8,15,
2024,8,16,
2024,8,17,
2024,8,18,
2024,8,19,
2024,8,20,
2024,8,21,
2024,8,22,
2024,8,23,
2024,9,0,17.433854172875208
2024,9,1,14.890625006207452
2024,9,2,15.428265027835925
2024,9,3,16.657429835797963
2024,9,4,16.5931111286748
2024,9,5,17.487444452576195
2024,9,6,22.043444443147052
2024,9,7,21.123555567529312
2024,9,8,23.258750005562643
2024,9,9,23.792291631797312
2024,9,10,20.02805324848323
2024,9,11,16.09122881396984
2024,9,12,13.519375007103402
2024,9,13,13.198958339541907
2024,9,14,11.63382674873779
2024,9,15,12.048172766331462
2024,9,16,13.706862738084984
2024,9,17,16.412083311129745
2024,9,18,19.532083316892177
2024,9,19,22.48447914769149
2024,9,20,22.339270839841063
2024,9,21,19.374479188025465
2024,9,22,19.927187525232668
2024,9,23,20.18541667362019
2024,10,0,36.476797906196545
2024,10,1,34.374775830191616
2024,10,2,34.72462363012349
2024,10,3,33.5327418942607
2024,10,4,33.539256135399846
2024,10,5,36.98569890658061
2024,10,6,46.29258065941452
2024,10,7,45.53582828711777
2024,10,8,43.28659438435521
2024,10,9,40.37166666112893
2024,10,10,37.15419352285275
2024,10,11,29.768359502343177
2024,10,12,23.75867814469802
2024,10,13,22.283833343452958
2024,10,14,23.066436761001288
2024,10,15,24.697189029508127
2024,10,16,28.85267690682515
2024,10,17,33.898085656292494
2024,10,18,37.503602135566396
2024,10,19,39.37781155283667
2024,10,20,40.08957516195078
2024,10,21,42.34005376087596
2024,10,22,42.353807471194635
2024,10,23,40.95258060014317
2024,11,0,56.982388913367885
2024,11,1,54.10677779886477
2024,11,2,53.701567817273286
2024,11,3,51.8934709101311
2024,11,4,53.02007376927921
2024,11,5,57.91252943338122
2024,11,6,67.88781610028546
2024,11,7,69.50488889800118
2024,11,8,71.76366197711823
2024,11,9,71.27227775573624
2024,11,10,62.97805554707839
2024,11,11,56.26619809594828
2024,11,12,33.908146708191445
2024,11,13,34.69984314854051
2024,11,14,33.716901874890425
2024,11,15,37.15633627781448
2024,11,16,45.06921377496233
2024,11,17,52.250333330896844
2024,11,18,59.382722306781375
2024,11,19,66.08472222328255
2024,11,20,71.57005551497019
2024,11,21,72.27088894314336
2024,11,22,68.18916671700103
2024,11,23,61.64061116059818
2024,12,0,93.1717204206741
2024,12,1,86.57583378456141
2024,12,2,79.60544706399514
2024,12,3,76.5509139789048
2024,12,4,80.6603771881129
2024,12,5,84.47672048794263
2024,12,6,94.61629468782115
2024,12,7,100.21591403920198
2024,12,8,108.31848461393498
2024,12,9,109.59129036524226
2024,12,10,97.943118312798
2024,12,11,81.20038021704397
2024,12,12,63.49261901492144
2024,12,13,44.89856590850914
2024,12,14,43.74952006916691
2024,12,15,44.7011814617068
2024,12,16,50.49504937587727
2024,12,17,61.78254969668201
2024,12,18,76.60155909138248
2024,12,19,89.5623654642378
2024,12,20,104.38526875075
2024,12,21,110.14817204834524
2024,12,22,107.56784947508149
2024,12,23,99.93822573589456
