"","date","PM2.5","Hour","Day","Month"
"1",2023-01-01,NA,0,1,1
"2",2023-01-01 01:00:00,NA,1,1,1
"3",2023-01-01 02:00:00,NA,2,1,1
"4",2023-01-01 03:00:00,NA,3,1,1
"5",2023-01-01 04:00:00,NA,4,1,1
"6",2023-01-01 05:00:00,NA,5,1,1
"7",2023-01-01 06:00:00,NA,6,1,1
"8",2023-01-01 07:00:00,NA,7,1,1
"9",2023-01-01 08:00:00,NA,8,1,1
"10",2023-01-01 09:00:00,NA,9,1,1
"11",2023-01-01 10:00:00,NA,10,1,1
"12",2023-01-01 11:00:00,NA,11,1,1
"13",2023-01-01 12:00:00,NA,12,1,1
"14",2023-01-01 13:00:00,NA,13,1,1
"15",2023-01-01 14:00:00,NA,14,1,1
"16",2023-01-01 15:00:00,NA,15,1,1
"17",2023-01-01 16:00:00,NA,16,1,1
"18",2023-01-01 17:00:00,NA,17,1,1
"19",2023-01-01 18:00:00,NA,18,1,1
"20",2023-01-01 19:00:00,NA,19,1,1
"21",2023-01-01 20:00:00,NA,20,1,1
"22",2023-01-01 21:00:00,NA,21,1,1
"23",2023-01-01 22:00:00,NA,22,1,1
"24",2023-01-01 23:00:00,NA,23,1,1
"25",2023-01-02,NA,0,2,1
"26",2023-01-02 01:00:00,NA,1,2,1
"27",2023-01-02 02:00:00,NA,2,2,1
"28",2023-01-02 03:00:00,NA,3,2,1
"29",2023-01-02 04:00:00,NA,4,2,1
"30",2023-01-02 05:00:00,NA,5,2,1
"31",2023-01-02 06:00:00,NA,6,2,1
"32",2023-01-02 07:00:00,NA,7,2,1
"33",2023-01-02 08:00:00,NA,8,2,1
"34",2023-01-02 09:00:00,NA,9,2,1
"35",2023-01-02 10:00:00,NA,10,2,1
"36",2023-01-02 11:00:00,NA,11,2,1
"37",2023-01-02 12:00:00,NA,12,2,1
"38",2023-01-02 13:00:00,NA,13,2,1
"39",2023-01-02 14:00:00,NA,14,2,1
"40",2023-01-02 15:00:00,51.7933335622117,15,2,1
"41",2023-01-02 16:00:00,51.3366665522233,16,2,1
"42",2023-01-02 17:00:00,60.2949999491433,17,2,1
"43",2023-01-02 18:00:00,65.5249999999967,18,2,1
"44",2023-01-02 19:00:00,77.7483334859283,19,2,1
"45",2023-01-02 20:00:00,105.56666615801,20,2,1
"46",2023-01-02 21:00:00,119.52333335877,21,2,1
"47",2023-01-02 22:00:00,104.376666895568,22,2,1
"48",2023-01-02 23:00:00,87.274999745685,23,2,1
"49",2023-01-03,78.6133332570383,0,3,1
"50",2023-01-03 01:00:00,69.534999465935,1,3,1
"51",2023-01-03 02:00:00,74.973333358765,2,3,1
"52",2023-01-03 03:00:00,80.22333374024,3,3,1
"53",2023-01-03 04:00:00,73.3483332316067,4,3,1
"54",2023-01-03 05:00:00,84.29666659037,5,3,1
"55",2023-01-03 06:00:00,97.48833351137,6,3,1
"56",2023-01-03 07:00:00,107.945000076298,7,3,1
"57",2023-01-03 08:00:00,108.785000356072,8,3,1
"58",2023-01-03 09:00:00,115.6783331553,9,3,1
"59",2023-01-03 10:00:00,113.443333435063,10,3,1
"60",2023-01-03 11:00:00,69.6416662216183,11,3,1
"61",2023-01-03 12:00:00,51.5166667302467,12,3,1
"62",2023-01-03 13:00:00,51.524999936425,13,3,1
"63",2023-01-03 14:00:00,44.7749998728467,14,3,1
"64",2023-01-03 15:00:00,58.74833348592,15,3,1
"65",2023-01-03 16:00:00,61.405000114445,16,3,1
"66",2023-01-03 17:00:00,52.769999949135,17,3,1
"67",2023-01-03 18:00:00,61.6099997838417,18,3,1
"68",2023-01-03 19:00:00,72.3200000127133,19,3,1
"69",2023-01-03 20:00:00,107.410000483237,20,3,1
"70",2023-01-03 21:00:00,109.719999567632,21,3,1
"71",2023-01-03 22:00:00,100.286666742957,22,3,1
"72",2023-01-03 23:00:00,69.5383332570383,23,3,1
"73",2023-01-04,84.60333328247,0,4,1
"74",2023-01-04 01:00:00,77.853332900995,1,4,1
"75",2023-01-04 02:00:00,80.8033337911033,2,4,1
"76",2023-01-04 03:00:00,70.4016668319733,3,4,1
"77",2023-01-04 04:00:00,74.2950002034533,4,4,1
"78",2023-01-04 05:00:00,79.7283334096283,5,4,1
"79",2023-01-04 06:00:00,93.8599997202383,6,4,1
"80",2023-01-04 07:00:00,NA,7,4,1
"81",2023-01-04 08:00:00,NA,8,4,1
"82",2023-01-04 09:00:00,136.7749996185,9,4,1
"83",2023-01-04 10:00:00,102.501666386913,10,4,1
"84",2023-01-04 11:00:00,63.2950000762967,11,4,1
"85",2023-01-04 12:00:00,48.8416665395117,12,4,1
"86",2023-01-04 13:00:00,36.5616665840117,13,4,1
"87",2023-01-04 14:00:00,31.250000095365,14,4,1
"88",2023-01-04 15:00:00,46.2466667175383,15,4,1
"89",2023-01-04 16:00:00,49.903333282465,16,4,1
"90",2023-01-04 17:00:00,46.9466669718483,17,4,1
"91",2023-01-04 18:00:00,65.9099998474133,18,4,1
"92",2023-01-04 19:00:00,92.9733331044433,19,4,1
"93",2023-01-04 20:00:00,88.9083333333367,20,4,1
"94",2023-01-04 21:00:00,72.2216665903717,21,4,1
"95",2023-01-04 22:00:00,98.243333562215,22,4,1
"96",2023-01-04 23:00:00,89.23833312988,23,4,1
"97",2023-01-05,71.6466668446883,0,5,1
"98",2023-01-05 01:00:00,68.59166711172,1,5,1
"99",2023-01-05 02:00:00,71.0833333333333,2,5,1
"100",2023-01-05 03:00:00,67.0483331044517,3,5,1
"101",2023-01-05 04:00:00,66.4133333206183,4,5,1
"102",2023-01-05 05:00:00,67.6866666158033,5,5,1
"103",2023-01-05 06:00:00,101.458333460488,6,5,1
"104",2023-01-05 07:00:00,100.165000025442,7,5,1
"105",2023-01-05 08:00:00,107.834999593073,8,5,1
"106",2023-01-05 09:00:00,108.9033331553,9,5,1
"107",2023-01-05 10:00:00,94.6599998474033,10,5,1
"108",2023-01-05 11:00:00,56.8199998855567,11,5,1
"109",2023-01-05 12:00:00,34.32666657766,12,5,1
"110",2023-01-05 13:00:00,31.35333340963,13,5,1
"111",2023-01-05 14:00:00,28.903333282465,14,5,1
"112",2023-01-05 15:00:00,37.7733333905583,15,5,1
"113",2023-01-05 16:00:00,34.1433333396933,16,5,1
"114",2023-01-05 17:00:00,43.2383337020983,17,5,1
"115",2023-01-05 18:00:00,60.4233334859267,18,5,1
"116",2023-01-05 19:00:00,88.38333307901,19,5,1
"117",2023-01-05 20:00:00,107.92833290097,20,5,1
"118",2023-01-05 21:00:00,97.5850004832233,21,5,1
"119",2023-01-05 22:00:00,88.1500002543167,22,5,1
"120",2023-01-05 23:00:00,96.1883332570367,23,5,1
"121",2023-01-06,67.5100004832033,0,6,1
"122",2023-01-06 01:00:00,65.8800000508633,1,6,1
"123",2023-01-06 02:00:00,64.533333333335,2,6,1
"124",2023-01-06 03:00:00,63.2950002670333,3,6,1
"125",2023-01-06 04:00:00,68.2416669845617,4,6,1
"126",2023-01-06 05:00:00,65.5516669591283,5,6,1
"127",2023-01-06 06:00:00,91.5933329264267,6,6,1
"128",2023-01-06 07:00:00,105.050000127168,7,6,1
"129",2023-01-06 08:00:00,118.625000127167,8,6,1
"130",2023-01-06 09:00:00,100.283333206178,9,6,1
"131",2023-01-06 10:00:00,83.3149995167933,10,6,1
"132",2023-01-06 11:00:00,75.1866666793833,11,6,1
"133",2023-01-06 12:00:00,56.0933333079,12,6,1
"134",2023-01-06 13:00:00,41.1483332633917,13,6,1
"135",2023-01-06 14:00:00,60.6049998601183,14,6,1
"136",2023-01-06 15:00:00,56.4766667684033,15,6,1
"137",2023-01-06 16:00:00,44.6883332570333,16,6,1
"138",2023-01-06 17:00:00,44.5066667238933,17,6,1
"139",2023-01-06 18:00:00,64.80166670481,18,6,1
"140",2023-01-06 19:00:00,115.098333358767,19,6,1
"141",2023-01-06 20:00:00,140.1299995422,20,6,1
"142",2023-01-06 21:00:00,161.500000254333,21,6,1
"143",2023-01-06 22:00:00,142.516666666667,22,6,1
"144",2023-01-06 23:00:00,101.93499972025,23,6,1
"145",2023-01-07,79.7799994150717,0,7,1
"146",2023-01-07 01:00:00,76.3533337911033,1,7,1
"147",2023-01-07 02:00:00,74.328333663945,2,7,1
"148",2023-01-07 03:00:00,78.4699999491367,3,7,1
"149",2023-01-07 04:00:00,88.8283330281467,4,7,1
"150",2023-01-07 05:00:00,89.9583340962883,5,7,1
"151",2023-01-07 06:00:00,99.5249998728467,6,7,1
"152",2023-01-07 07:00:00,119.9899997711,7,7,1
"153",2023-01-07 08:00:00,128.503333028133,8,7,1
"154",2023-01-07 09:00:00,143.715001042767,9,7,1
"155",2023-01-07 10:00:00,123.696665954533,10,7,1
"156",2023-01-07 11:00:00,98.6199998219683,11,7,1
"157",2023-01-07 12:00:00,72.918333435055,12,7,1
"158",2023-01-07 13:00:00,53.3033334414167,13,7,1
"159",2023-01-07 14:00:00,31.4650000572283,14,7,1
"160",2023-01-07 15:00:00,43.3133337020767,15,7,1
"161",2023-01-07 16:00:00,31.9983332316117,16,7,1
"162",2023-01-07 17:00:00,43.4683337211633,17,7,1
"163",2023-01-07 18:00:00,63.0849994023533,18,7,1
"164",2023-01-07 19:00:00,133.505000432372,19,7,1
"165",2023-01-07 20:00:00,139.493332672067,20,7,1
"166",2023-01-07 21:00:00,133.521666336033,21,7,1
"167",2023-01-07 22:00:00,112.89666659036,22,7,1
"168",2023-01-07 23:00:00,87.4150000254367,23,7,1
"169",2023-01-08,75.5616666158033,0,8,1
"170",2023-01-08 01:00:00,74.91833343506,1,8,1
"171",2023-01-08 02:00:00,64.9399997075383,2,8,1
"172",2023-01-08 03:00:00,66.8866666158033,3,8,1
"173",2023-01-08 04:00:00,70.7599999745683,4,8,1
"174",2023-01-08 05:00:00,76.5050003051783,5,8,1
"175",2023-01-08 06:00:00,84.8766665140767,6,8,1
"176",2023-01-08 07:00:00,94.8433340708783,7,8,1
"177",2023-01-08 08:00:00,128.363333129867,8,8,1
"178",2023-01-08 09:00:00,133.4533331553,9,8,1
"179",2023-01-08 10:00:00,94.4300000508667,10,8,1
"180",2023-01-08 11:00:00,65.0733332316083,11,8,1
"181",2023-01-08 12:00:00,45.065000184375,12,8,1
"182",2023-01-08 13:00:00,32.8383333206167,13,8,1
"183",2023-01-08 14:00:00,23.7083333015433,14,8,1
"184",2023-01-08 15:00:00,36.7566667238833,15,8,1
"185",2023-01-08 16:00:00,34.0149999618467,16,8,1
"186",2023-01-08 17:00:00,48.8833336830133,17,8,1
"187",2023-01-08 18:00:00,73.4400006612383,18,8,1
"188",2023-01-08 19:00:00,129.078333155297,19,8,1
"189",2023-01-08 20:00:00,107.903333028145,20,8,1
"190",2023-01-08 21:00:00,138.8133341472,21,8,1
"191",2023-01-08 22:00:00,135.361666870132,22,8,1
"192",2023-01-08 23:00:00,108.655000178028,23,8,1
"193",2023-01-09,95.2949999491517,0,9,1
"194",2023-01-09 01:00:00,83.3850006103667,1,9,1
"195",2023-01-09 02:00:00,88.689999771115,2,9,1
"196",2023-01-09 03:00:00,89.97333310445,3,9,1
"197",2023-01-09 04:00:00,90.9050001780217,4,9,1
"198",2023-01-09 05:00:00,90.2433331807233,5,9,1
"199",2023-01-09 06:00:00,102.800000000008,6,9,1
"200",2023-01-09 07:00:00,92.498333231605,7,9,1
"201",2023-01-09 08:00:00,119.694999694897,8,9,1
"202",2023-01-09 09:00:00,124.458332697517,9,9,1
"203",2023-01-09 10:00:00,98.49166653952,10,9,1
"204",2023-01-09 11:00:00,74.5750001907417,11,9,1
"205",2023-01-09 12:00:00,42.4033333778333,12,9,1
"206",2023-01-09 13:00:00,27.0150000095333,13,9,1
"207",2023-01-09 14:00:00,43.051666355125,14,9,1
"208",2023-01-09 15:00:00,35.7466668128983,15,9,1
"209",2023-01-09 16:00:00,36.0338708816032,16,9,1
"210",2023-01-09 17:00:00,43.301666577655,17,9,1
"211",2023-01-09 18:00:00,76.5050001780283,18,9,1
"212",2023-01-09 19:00:00,102.438333384212,19,9,1
"213",2023-01-09 20:00:00,142.439999389598,20,9,1
"214",2023-01-09 21:00:00,146.690000025433,21,9,1
"215",2023-01-09 22:00:00,123.980000050858,22,9,1
"216",2023-01-09 23:00:00,86.336666997285,23,9,1
"217",2023-01-10,80.683333206175,0,10,1
"218",2023-01-10 01:00:00,73.7116666793817,1,10,1
"219",2023-01-10 02:00:00,75.5533331553117,2,10,1
"220",2023-01-10 03:00:00,75.9850001017267,3,10,1
"221",2023-01-10 04:00:00,78.4299997965467,4,10,1
"222",2023-01-10 05:00:00,70.21500002543,5,10,1
"223",2023-01-10 06:00:00,83.0699995676617,6,10,1
"224",2023-01-10 07:00:00,94.7533331553083,7,10,1
"225",2023-01-10 08:00:00,102.151666641217,8,10,1
"226",2023-01-10 09:00:00,107.52166671753,9,10,1
"227",2023-01-10 10:00:00,101.58999977111,10,10,1
"228",2023-01-10 11:00:00,90.5566664377817,11,10,1
"229",2023-01-10 12:00:00,71.0333340962917,12,10,1
"230",2023-01-10 13:00:00,36.4266666730222,13,10,1
"231",2023-01-10 14:00:00,49.0249999364133,14,10,1
"232",2023-01-10 15:00:00,37.4416668891867,15,10,1
"233",2023-01-10 16:00:00,39.9899999300633,16,10,1
"234",2023-01-10 17:00:00,50.533333428685,17,10,1
"235",2023-01-10 18:00:00,52.8433333714817,18,10,1
"236",2023-01-10 19:00:00,71.463333257035,19,10,1
"237",2023-01-10 20:00:00,81.028333600365,20,10,1
"238",2023-01-10 21:00:00,94.1900000254233,21,10,1
"239",2023-01-10 22:00:00,90.74166590372,22,10,1
"240",2023-01-10 23:00:00,81.323333358765,23,10,1
"241",2023-01-11,67.703333091735,0,11,1
"242",2023-01-11 01:00:00,46.0806450997661,1,11,1
"243",2023-01-11 02:00:00,51.81833305359,2,11,1
"244",2023-01-11 03:00:00,55.5183334986333,3,11,1
"245",2023-01-11 04:00:00,61.0661291307081,4,11,1
"246",2023-01-11 05:00:00,60.4316663742067,5,11,1
"247",2023-01-11 06:00:00,82.3966662088933,6,11,1
"248",2023-01-11 07:00:00,93.3583330790033,7,11,1
"249",2023-01-11 08:00:00,100.793332926402,8,11,1
"250",2023-01-11 09:00:00,87.84666659036,9,11,1
"251",2023-01-11 10:00:00,75.7883328119817,10,11,1
"252",2023-01-11 11:00:00,62.9633332570367,11,11,1
"253",2023-01-11 12:00:00,66.4550004005433,12,11,1
"254",2023-01-11 13:00:00,33.859999656675,13,11,1
"255",2023-01-11 14:00:00,35.9816663742083,14,11,1
"256",2023-01-11 15:00:00,41.0066665013567,15,11,1
"257",2023-01-11 16:00:00,42.5950000445183,16,11,1
"258",2023-01-11 17:00:00,56.05833384196,17,11,1
"259",2023-01-11 18:00:00,80.25499966938,18,11,1
"260",2023-01-11 19:00:00,95.3655173203052,19,11,1
"261",2023-01-11 20:00:00,77.3050005594967,20,11,1
"262",2023-01-11 21:00:00,72.53666680654,21,11,1
"263",2023-01-11 22:00:00,56.459999720255,22,11,1
"264",2023-01-11 23:00:00,69.3749998728467,23,11,1
"265",2023-01-12,67.4249998728417,0,12,1
"266",2023-01-12 01:00:00,64.6066665649417,1,12,1
"267",2023-01-12 02:00:00,72.3800001780233,2,12,1
"268",2023-01-12 03:00:00,57.145000267025,3,12,1
"269",2023-01-12 04:00:00,58.5866668701183,4,12,1
"270",2023-01-12 05:00:00,60.6500003814683,5,12,1
"271",2023-01-12 06:00:00,74.108333015435,6,12,1
"272",2023-01-12 07:00:00,93.9850007375317,7,12,1
"273",2023-01-12 08:00:00,93.87666689554,8,12,1
"274",2023-01-12 09:00:00,76.2749998728467,9,12,1
"275",2023-01-12 10:00:00,64.49500013988,10,12,1
"276",2023-01-12 11:00:00,47.6033334732067,11,12,1
"277",2023-01-12 12:00:00,35.5550001144383,12,12,1
"278",2023-01-12 13:00:00,37.826666514075,13,12,1
"279",2023-01-12 14:00:00,53.0566666921,14,12,1
"280",2023-01-12 15:00:00,46.416666920975,15,12,1
"281",2023-01-12 16:00:00,44.623333485915,16,12,1
"282",2023-01-12 17:00:00,47.9566665649417,17,12,1
"283",2023-01-12 18:00:00,72.435000038155,18,12,1
"284",2023-01-12 19:00:00,81.48333377839,19,12,1
"285",2023-01-12 20:00:00,73.0583329518583,20,12,1
"286",2023-01-12 21:00:00,59.8266670227067,21,12,1
"287",2023-01-12 22:00:00,70.0666662851967,22,12,1
"288",2023-01-12 23:00:00,68.4416669845633,23,12,1
"289",2023-01-13,59.2950002034517,0,13,1
"290",2023-01-13 01:00:00,58.4783333460483,1,13,1
"291",2023-01-13 02:00:00,50.566666793825,2,13,1
"292",2023-01-13 03:00:00,50.338333257045,3,13,1
"293",2023-01-13 04:00:00,51.55666650136,4,13,1
"294",2023-01-13 05:00:00,57.3566666920983,5,13,1
"295",2023-01-13 06:00:00,70.294999949135,6,13,1
"296",2023-01-13 07:00:00,92.4849995930717,7,13,1
"297",2023-01-13 08:00:00,93.6916667938233,8,13,1
"298",2023-01-13 09:00:00,115.361666742962,9,13,1
"299",2023-01-13 10:00:00,95.1649996439317,10,13,1
"300",2023-01-13 11:00:00,78.6733334223367,11,13,1
"301",2023-01-13 12:00:00,44.6866668701333,12,13,1
"302",2023-01-13 13:00:00,32.859999974565,13,13,1
"303",2023-01-13 14:00:00,27.7133334477783,14,13,1
"304",2023-01-13 15:00:00,27.214999977755,15,13,1
"305",2023-01-13 16:00:00,25.129999987285,16,13,1
"306",2023-01-13 17:00:00,38.1550003369617,17,13,1
"307",2023-01-13 18:00:00,44.5050001144467,18,13,1
"308",2023-01-13 19:00:00,42.39333337148,19,13,1
"309",2023-01-13 20:00:00,42.9233331044567,20,13,1
"310",2023-01-13 21:00:00,95.7199998219833,21,13,1
"311",2023-01-13 22:00:00,99.824999872825,22,13,1
"312",2023-01-13 23:00:00,85.90500005087,23,13,1
"313",2023-01-14,51.7066668828283,0,14,1
"314",2023-01-14 01:00:00,51.2633336385083,1,14,1
"315",2023-01-14 02:00:00,53.4833332061767,2,14,1
"316",2023-01-14 03:00:00,50.5450000762967,3,14,1
"317",2023-01-14 04:00:00,49.2916660308767,4,14,1
"318",2023-01-14 05:00:00,55.8450000127167,5,14,1
"319",2023-01-14 06:00:00,74.9733332315917,6,14,1
"320",2023-01-14 07:00:00,76.1883328755667,7,14,1
"321",2023-01-14 08:00:00,106.683333333342,8,14,1
"322",2023-01-14 09:00:00,99.5266670227233,9,14,1
"323",2023-01-14 10:00:00,81.1500001271617,10,14,1
"324",2023-01-14 11:00:00,53.7459013266623,11,14,1
"325",2023-01-14 12:00:00,30.6866667111717,12,14,1
"326",2023-01-14 13:00:00,50.4533329168967,13,14,1
"327",2023-01-14 14:00:00,24.9166667143522,14,14,1
"328",2023-01-14 15:00:00,21.9116667588583,15,14,1
"329",2023-01-14 16:00:00,24.6366667111633,16,14,1
"330",2023-01-14 17:00:00,26.0949999332467,17,14,1
"331",2023-01-14 18:00:00,41.4116666475933,18,14,1
"332",2023-01-14 19:00:00,36.9799999554883,19,14,1
"333",2023-01-14 20:00:00,36.708333333335,20,14,1
"334",2023-01-14 21:00:00,69.0433333714833,21,14,1
"335",2023-01-14 22:00:00,73.8016667683917,22,14,1
"336",2023-01-14 23:00:00,54.1716668446867,23,14,1
"337",2023-01-15,49.8199999491367,0,15,1
"338",2023-01-15 01:00:00,49.3083335240683,1,15,1
"339",2023-01-15 02:00:00,44.5300000508633,2,15,1
"340",2023-01-15 03:00:00,43.8449998855683,3,15,1
"341",2023-01-15 04:00:00,49.2716667175283,4,15,1
"342",2023-01-15 05:00:00,52.3099999745733,5,15,1
"343",2023-01-15 06:00:00,81.0816665649417,6,15,1
"344",2023-01-15 07:00:00,94.559999847395,7,15,1
"345",2023-01-15 08:00:00,106.681666564937,8,15,1
"346",2023-01-15 09:00:00,94.97166735332,9,15,1
"347",2023-01-15 10:00:00,80.3349999745667,10,15,1
"348",2023-01-15 11:00:00,51.47666667303,11,15,1
"349",2023-01-15 12:00:00,59.42833315531,12,15,1
"350",2023-01-15 13:00:00,41.7983333905483,13,15,1
"351",2023-01-15 14:00:00,30.5666665712967,14,15,1
"352",2023-01-15 15:00:00,35.8629034411581,15,15,1
"353",2023-01-15 16:00:00,36.1700001398733,16,15,1
"354",2023-01-15 17:00:00,40.9083333969083,17,15,1
"355",2023-01-15 18:00:00,60.016666730245,18,15,1
"356",2023-01-15 19:00:00,80.47500025432,19,15,1
"357",2023-01-15 20:00:00,76.9599998474067,20,15,1
"358",2023-01-15 21:00:00,65.203333091735,21,15,1
"359",2023-01-15 22:00:00,84.1349997202517,22,15,1
"360",2023-01-15 23:00:00,75.4583333333333,23,15,1
"361",2023-01-16,66.2733333587633,0,16,1
"362",2023-01-16 01:00:00,58.7733337402367,1,16,1
"363",2023-01-16 02:00:00,50.1833330790233,2,16,1
"364",2023-01-16 03:00:00,54.873333295185,3,16,1
"365",2023-01-16 04:00:00,54.1966666539533,4,16,1
"366",2023-01-16 05:00:00,50.153333409625,5,16,1
"367",2023-01-16 06:00:00,64.33999996185,6,16,1
"368",2023-01-16 07:00:00,73.6750001271583,7,16,1
"369",2023-01-16 08:00:00,88.0150000254317,8,16,1
"370",2023-01-16 09:00:00,75.6499998728483,9,16,1
"371",2023-01-16 10:00:00,55.744999949135,10,16,1
"372",2023-01-16 11:00:00,59.873333422345,11,16,1
"373",2023-01-16 12:00:00,59.6616666793817,12,16,1
"374",2023-01-16 13:00:00,64.3583333969083,13,16,1
"375",2023-01-16 14:00:00,51.0716663996433,14,16,1
"376",2023-01-16 15:00:00,47.2806450013258,15,16,1
"377",2023-01-16 16:00:00,45.9516666412383,16,16,1
"378",2023-01-16 17:00:00,48.023333295195,17,16,1
"379",2023-01-16 18:00:00,53.9699998219833,18,16,1
"380",2023-01-16 19:00:00,62.414999834685,19,16,1
"381",2023-01-16 20:00:00,78.8116667429617,20,16,1
"382",2023-01-16 21:00:00,104.18833325703,21,16,1
"383",2023-01-16 22:00:00,90.008332951865,22,16,1
"384",2023-01-16 23:00:00,65.1166673660367,23,16,1
"385",2023-01-17,69.4000001907367,0,17,1
"386",2023-01-17 01:00:00,68.9166667938233,1,17,1
"387",2023-01-17 02:00:00,63.3650002797467,2,17,1
"388",2023-01-17 03:00:00,66.563333384195,3,17,1
"389",2023-01-17 04:00:00,57.614999898275,4,17,1
"390",2023-01-17 05:00:00,46.361666615805,5,17,1
"391",2023-01-17 06:00:00,50.10333321889,6,17,1
"392",2023-01-17 07:00:00,60.76666666667,7,17,1
"393",2023-01-17 08:00:00,57.2700000762967,8,17,1
"394",2023-01-17 09:00:00,77.2866663614833,9,17,1
"395",2023-01-17 10:00:00,94.4866664886483,10,17,1
"396",2023-01-17 11:00:00,82.225000381475,11,17,1
"397",2023-01-17 12:00:00,77.04500020345,12,17,1
"398",2023-01-17 13:00:00,56.47833334605,13,17,1
"399",2023-01-17 14:00:00,46.7966664950033,14,17,1
"400",2023-01-17 15:00:00,41.249999968215,15,17,1
"401",2023-01-17 16:00:00,43.788333479565,16,17,1
"402",2023-01-17 17:00:00,46.5949999491417,17,17,1
"403",2023-01-17 18:00:00,56.9083332061733,18,17,1
"404",2023-01-17 19:00:00,59.474999999995,19,17,1
"405",2023-01-17 20:00:00,58.49666646321,20,17,1
"406",2023-01-17 21:00:00,63.1583331425967,21,17,1
"407",2023-01-17 22:00:00,76.4566664377817,22,17,1
"408",2023-01-17 23:00:00,58.2666669845683,23,17,1
"409",2023-01-18,48.5466667175283,0,18,1
"410",2023-01-18 01:00:00,53.348333422335,1,18,1
"411",2023-01-18 02:00:00,54.27999998729,2,18,1
"412",2023-01-18 03:00:00,56.1183333714767,3,18,1
"413",2023-01-18 04:00:00,62.323333549505,4,18,1
"414",2023-01-18 05:00:00,54.9666666666717,5,18,1
"415",2023-01-18 06:00:00,64.99000008901,6,18,1
"416",2023-01-18 07:00:00,82.93333307901,7,18,1
"417",2023-01-18 08:00:00,73.5883330663083,8,18,1
"418",2023-01-18 09:00:00,76.6799999237067,9,18,1
"419",2023-01-18 10:00:00,64.9599999109883,10,18,1
"420",2023-01-18 11:00:00,62.2633333841933,11,18,1
"421",2023-01-18 12:00:00,58.0049999237017,12,18,1
"422",2023-01-18 13:00:00,50.0650001525883,13,18,1
"423",2023-01-18 14:00:00,45.2616668065467,14,18,1
"424",2023-01-18 15:00:00,41.959999783835,15,18,1
"425",2023-01-18 16:00:00,44.8250001271583,16,18,1
"426",2023-01-18 17:00:00,54.4316664377767,17,18,1
"427",2023-01-18 18:00:00,60.1100001653083,18,18,1
"428",2023-01-18 19:00:00,67.3366667429633,19,18,1
"429",2023-01-18 20:00:00,87.9299997965467,20,18,1
"430",2023-01-18 21:00:00,105.463333129872,21,18,1
"431",2023-01-18 22:00:00,91.6166669209867,22,18,1
"432",2023-01-18 23:00:00,77.601666641235,23,18,1
"433",2023-01-19,67.4483329772917,0,19,1
"434",2023-01-19 01:00:00,74.8433333079017,1,19,1
"435",2023-01-19 02:00:00,68.2250000635783,2,19,1
"436",2023-01-19 03:00:00,68.4433329900083,3,19,1
"437",2023-01-19 04:00:00,74.0084744469542,4,19,1
"438",2023-01-19 05:00:00,70.0099999745683,5,19,1
"439",2023-01-19 06:00:00,84.1666665395117,6,19,1
"440",2023-01-19 07:00:00,76.710000292465,7,19,1
"441",2023-01-19 08:00:00,99.9499996185283,8,19,1
"442",2023-01-19 09:00:00,93.448333104435,9,19,1
"443",2023-01-19 10:00:00,84.9133332570317,10,19,1
"444",2023-01-19 11:00:00,73.7583336512317,11,19,1
"445",2023-01-19 12:00:00,66.1766665140783,12,19,1
"446",2023-01-19 13:00:00,64.79166622161,13,19,1
"447",2023-01-19 14:00:00,60.158333269755,14,19,1
"448",2023-01-19 15:00:00,45.9283336321467,15,19,1
"449",2023-01-19 16:00:00,55.2666668574067,16,19,1
"450",2023-01-19 17:00:00,56.1400001525917,17,19,1
"451",2023-01-19 18:00:00,63.7016662597617,18,19,1
"452",2023-01-19 19:00:00,78.6133327484017,19,19,1
"453",2023-01-19 20:00:00,76.154999605795,20,19,1
"454",2023-01-19 21:00:00,94.948333358755,21,19,1
"455",2023-01-19 22:00:00,89.44333343506,22,19,1
"456",2023-01-19 23:00:00,88.5616666158033,23,19,1
"457",2023-01-20,75.465000025425,0,20,1
"458",2023-01-20 01:00:00,70.8166666666667,1,20,1
"459",2023-01-20 02:00:00,66.234999847415,2,20,1
"460",2023-01-20 03:00:00,71.7916666666667,3,20,1
"461",2023-01-20 04:00:00,65.4283334732067,4,20,1
"462",2023-01-20 05:00:00,66.014999834695,5,20,1
"463",2023-01-20 06:00:00,67.79499982198,6,20,1
"464",2023-01-20 07:00:00,90.7599999745717,7,20,1
"465",2023-01-20 08:00:00,122.085000610395,8,20,1
"466",2023-01-20 09:00:00,127.468332799233,9,20,1
"467",2023-01-20 10:00:00,104.164999898263,10,20,1
"468",2023-01-20 11:00:00,76.4366669337017,11,20,1
"469",2023-01-20 12:00:00,76.5149998982767,12,20,1
"470",2023-01-20 13:00:00,78.8866665522133,13,20,1
"471",2023-01-20 14:00:00,54.1300002416033,14,20,1
"472",2023-01-20 15:00:00,45.158333079025,15,20,1
"473",2023-01-20 16:00:00,48.6033334096283,16,20,1
"474",2023-01-20 17:00:00,62.044999885555,17,20,1
"475",2023-01-20 18:00:00,73.0899995803783,18,20,1
"476",2023-01-20 19:00:00,109.420689944571,19,20,1
"477",2023-01-20 20:00:00,112.974999745667,20,20,1
"478",2023-01-20 21:00:00,111.148332977275,21,20,1
"479",2023-01-20 22:00:00,109.373333231608,22,20,1
"480",2023-01-20 23:00:00,98.3733332316,23,20,1
"481",2023-01-21,75.6283337911033,0,21,1
"482",2023-01-21 01:00:00,81.5900000254317,1,21,1
"483",2023-01-21 02:00:00,73.6216662088967,2,21,1
